5714249,C
2197242,D
7540309,D
6017811,D
6334598,D
6553531,D
6425114,D
6354521,D
6938701,A
6364368,D
6021988,D
4648441,D
8427681,C
6021062,C
4648471,D
4719751,D
6519341,A
8435151,D
6384187,A
4168826,D
5716876,D
3383100,A
5989558,C
5937374,D
4058937,D
7430846,D
4648439,D
4203797,D
6444509,A
4648475,D
4058995,D
4112135,D
4135206,C
6334606,D
5991740,B
6436576,D
6458547,D
3382114,B
4112279,D
6406856,D
12870990,D
5830067,D
4197850,D
7397636,D
5928415,D
6553525,D
4203569,D
6938704,D
7540331,D
6451770,D
3955667,D
3712767,D
6519361,D
5728042,D
5628159,D
4175613,D
7540289,B
4140545,D
6548144,D
4172173,D
5928145,D
5989553,C
6354520,D
6409542,D
6522361,B
5714255,B
4048405,D
4202138,C
5628169,C
4193767,D
6364361,D
4112161,D
5837281,D
6547150,D
6410297,D
6406858,D
6018460,C
4173974,D
4114429,D
6553414,D
6334877,D
5913207,D
5631393,D
6364292,D
5832262,D
5991745,B
5628170,D
8031138,D
5991765,B
6446335,D
5989547,C
2371883,D
5627858,D
6425112,D
4112285,D
4170504,D
2198396,D
6354418,D
5630060,D
2371580,D
6022197,B
7448352,C
4133695,A
4113899,D
6409544,D
3639085,D
5928123,D
3382145,B
6022311,D
6553522,D
5714248,D
5731138,D
6022195,D
6451757,D
5989549,D
6427494,A
7430842,D
5928405,D
5923927,A
6334596,D
4203810,B
6458251,D
4202161,D
5991742,B
6334600,D
6519458,D
6338928,D
5928411,D
4081489,C
3384814,B
6372247,D
4140550,D
5627852,D
6458205,D
5643371,D
5627864,D
6430199,B
7540352,B
5928127,D
5628161,D
4170533,D
5928417,D
7540321,D
7448370,D
5991767,C
4053206,D
5837278,D
6446342,D
6519342,A
3210107,C
6425107,D
7448380,C
5937234,C
5937402,D
6443623,A
6528469,B
8422556,D
4112720,C
4648465,D
5714260,D
5937376,D
4203502,D
6354514,D
4161483,D
5913209,D
4135210,D
6333866,D
6372245,D
6409540,D
4202128,D
6546074,C
4648487,D
5728027,D
5630066,B
4173986,D
5928134,D
7540303,D
5716871,B
5713323,B
6553837,D
5904445,D
8426658,D
6553393,D
6022201,C
6364366,D
4174017,D
6528532,D
4140552,A
6021990,D
4075293,D
7430839,D
4169364,D
4135207,D
5631391,D
6544479,C
6427344,D
2378154,D
6022302,C
4174015,C
4056290,D
5910271,D
2387247,D
6334605,D
6546915,D
6372236,D
4161495,D
6521223,C
5913213,D
5803691,C
5837306,C
5937379,D
4135204,D
4168834,D
3992934,D
6393404,D
5991746,A
5937381,D
6451761,D
5627857,D
8426659,D
6313345,D
6354510,D
6391637,D
4170531,D
6553458,D
4175411,D
4170512,D
6446341,D
4140547,C
4640268,D
5628164,D
8426652,C
6372241,D
5937224,D
7540317,D
5731123,C
5937401,C
6384173,A
4170532,D
4135209,D
7397632,D
6022220,C
4203944,D
6436571,D
7448360,D
6021193,D
5989554,A
7394817,D
5837305,D
4172159,D
5714265,D
6443614,D
6354639,D
6454102,D
7540333,C
6371565,D
4203795,D
6022193,C
6334597,D
6022198,D
7433661,C
6444394,C
4197862,D
6364280,D
5735853,D
6020695,D
6333867,D
5928125,D
5928137,D
5989548,D
4058880,D
5832281,D
4112845,D
6333865,D
4648477,C
5688092,A
6364369,D
6553456,D
4640212,D
5904424,D
6553530,D
5630065,D
4057971,D
4648452,D
3233674,D
4175607,D
5923930,B
6444511,A
4060216,D
4202137,D
4133694,C
6371566,D
6553454,D
4175616,D
4204532,D
6354509,D
6372244,D
6364284,D
4640207,D
5928404,D
4135203,D
5713331,D
5713282,D
4135208,C
6548202,B
7540287,D
6409539,D
5910270,D
6018458,C
4203946,D
6366068,D
5739335,D
3955851,C
3658970,A
4203796,D
2898732,D
5904422,D
6022196,C
8435149,D
4167465,D
6546909,D
4175615,D
7433662,D
6384154,A
4648472,D
6022199,D
6523767,A
2209355,D
6354425,D
6364359,D
4172153,D
5628157,D
5928161,B
8426655,B
5628160,D
6361450,D
5713325,D
4640197,D
5803679,D
6483237,C
6482833,D
5627849,D
8427682,C
6371564,D
6545000,C
3992945,C
3954604,D
4161489,D
6386162,C
4054088,D
6443618,D
5991741,C
4173975,D
6364365,C
4058828,D
4056691,D
6523780,B
6545029,D
7687620,A
5837310,D
6443613,C
6022189,D
4112844,D
4114443,D
4648466,C
4173988,D
4168843,D
5728032,D
4112136,D
6427492,A
5714293,D
5989550,D
5631387,D
5989575,D
6354634,D
5928416,D
